STRUCTURE_NUMBER_008,STRUCTURE_NUMBER_0082,Common St. Nos.,LAT_016,LONG_017,SERVICE_ON_042A,SERVICE_UND_042B,STRUCTURE_KIND_043A,DECK_COND_058,SUPERSTRUCTURE_COND_059,SUBSTRUCTURE_COND_060,CHANNEL_COND_061,CULVERT_COND_062,STRUCTURAL_EVAL_067,DECK_GEOMETRY_EVAL_068,UNDCLRENCE_EVAL_069,POSTING_EVAL_070,WATERWAY_EVAL_071
9.01E+13,,Unique,30531701,97342378,1,1,5,7,8,7,N,N,7,9,6,5,N
9.01E+13,,Unique,30522647,97345200,1,1,5,6,8,8,N,N,8,9,9,5,N
9.01E+13,,Unique,30522930,97345231,1,1,5,7,8,7,N,N,7,9,9,5,N
9.01E+13,,Unique,30575402,97313512,1,5,1,N,N,N,8,6,6,N,N,5,9
9.01E+13,,Unique,30545827,97325276,1,5,1,N,N,N,8,6,5,N,N,5,9
9.01E+13,,Unique,30523396,97344894,1,5,1,N,N,N,6,6,6,N,N,5,9
9.01E+13,,Unique,30530884,97343133,1,5,1,N,N,N,7,7,7,9,N,5,9
9.01E+13,,Unique,30532047,97341902,1,5,1,N,N,N,7,7,7,N,N,5,9
9.01E+13,,Unique,30584376,97304193,1,1,5,7,6,7,N,N,6,4,6,5,N
9.01E+13,,Unique,30560265,97322800,1,1,5,8,7,7,N,N,7,5,3,5,N
9.01E+13,,Unique,30560756,97322442,1,1,5,7,8,7,N,N,7,5,5,5,N
9.01E+13,,Unique,30563606,97322208,1,5,5,7,7,7,7,N,7,9,N,5,9
9.01E+13,,Unique,30564193,97322314,1,5,5,7,7,8,7,N,7,4,N,5,9
9.01E+13,,Unique,30563540,97322196,1,5,5,7,7,8,7,N,7,4,N,5,9
9.01E+13,,Unique,30565010,97321997,1,1,5,7,6,8,N,N,6,4,6,5,N
9.01E+13,,Unique,30571463,97321411,1,1,5,7,8,8,N,N,8,8,5,5,N
9.01E+13,,Unique,30572403,97320660,1,1,5,7,8,7,N,N,7,7,9,5,N
9.01E+13,,Unique,30572379,97320594,1,1,5,7,8,7,N,N,7,7,9,5,N
9.01E+13,,Unique,30574824,97314170,1,1,5,8,7,8,N,N,7,9,3,5,N
9.01E+13,,Unique,30565470,97321914,1,5,1,N,N,N,8,7,7,N,N,5,6
9.01E+13,,Unique,31030864,97272736,1,5,2,6,6,5,6,N,5,3,N,5,3
9.01E+13,,Unique,31032822,97264096,1,5,5,7,7,7,8,N,7,7,N,5,7
9.01E+13,,Unique,31032704,97264045,1,5,5,7,7,7,6,N,7,9,N,5,6
9.01E+13,,Unique,31032527,97263890,1,5,5,7,7,7,5,N,7,7,N,5,7
9.01E+13,,Unique,31032377,97264747,1,1,5,7,8,7,N,N,7,4,6,5,N
9.01E+13,,Unique,31031257,97271730,1,1,2,7,7,6,N,N,6,9,5,5,N
9.01E+13,,Unique,31030749,97272684,1,6,1,6,6,6,6,N,6,9,3,5,6
9.01E+13,,Unique,31030567,97272582,1,5,2,7,7,7,6,N,7,3,N,5,3
9.01E+13,,Unique,31024319,97280336,1,1,6,7,7,6,N,N,5,4,4,5,N
9.01E+13,,Unique,31024538,97280142,6,1,4,5,6,5,N,N,5,5,3,5,N
9.01E+13,,Unique,31040329,97253967,1,6,2,7,7,7,N,N,7,9,4,5,9
9.01E+13,,Unique,31044954,97244442,1,1,6,6,6,6,N,N,6,9,7,5,N
9.01E+13,,Unique,31040397,97254112,1,5,1,N,N,N,5,5,5,9,N,5,3
9.01E+13,,Unique,31032657,97264016,1,5,5,7,7,7,6,N,7,9,N,5,6
9.01E+13,,Unique,31030682,97272638,1,6,1,6,6,6,7,N,6,7,3,5,6
9.01E+13,,Unique,31031175,97271658,1,1,2,7,7,7,N,N,7,9,5,5,N
9.01E+13,,Unique,31024144,97280325,1,1,6,7,7,7,N,N,5,4,4,5,N
9.01E+13,,Unique,31040224,97253976,1,6,2,7,7,6,7,N,6,9,4,5,9
9.01E+13,,Unique,31044915,97244396,1,1,6,7,7,6,N,N,6,9,9,5,N
9.01E+13,,Unique,31052845,97231518,1,1,5,7,7,7,N,N,7,9,6,5,N
9.01E+13,,Unique,31052651,97231559,1,1,5,7,7,7,N,N,7,3,6,5,N
9.01E+13,,Unique,31052352,97231164,1,1,5,7,7,6,N,N,6,9,6,5,N
9.01E+13,,Unique,31052663,97231208,1,1,5,7,7,7,N,N,7,3,6,5,N
9.01E+13,,Unique,31053001,97230042,1,5,1,N,N,N,7,6,6,N,N,5,6
9.01E+13,,Unique,31062204,97213039,1,5,1,N,N,N,7,7,7,N,N,5,9
9.01E+13,,Unique,31054132,97223237,1,1,4,7,8,7,N,N,7,4,6,5,N
9.01E+13,,Unique,31053882,97223517,1,1,5,8,8,7,N,N,7,7,9,5,N
9.01E+13,,Unique,31053872,97223498,1,1,5,7,8,8,N,N,8,9,6,5,N
9.01E+13,,Unique,31055142,97215537,1,2,5,8,7,8,N,N,7,3,4,5,N
9.01E+13,,Unique,31055104,97215484,1,4,5,7,7,8,N,N,7,9,4,5,N
9.01E+13,,Unique,31055158,97215379,1,2,5,7,7,7,N,N,7,9,4,5,N
9.01E+13,,Unique,31055089,97215147,1,2,5,7,7,7,N,N,7,3,6,5,N
9.01E+13,,Unique,31060756,97213697,1,1,5,8,8,8,N,N,8,3,3,5,N
9.01E+13,,Unique,31061093,97213504,1,1,5,8,8,8,N,N,8,9,3,5,N
9.01E+13,,Unique,31065135,97211777,1,1,5,7,6,7,N,N,6,2,7,5,N
9.01E+13,,Unique,31071858,97210285,1,2,5,7,7,8,N,N,7,3,7,5,N
9.01E+13,,Unique,31072005,97210251,1,4,5,7,7,7,N,N,7,7,8,5,N
9.01E+13,,Unique,31072170,97210243,1,2,5,7,8,8,N,N,8,7,5,5,N
9.01E+13,,Unique,31072217,97210280,1,2,5,7,8,8,N,N,8,3,5,5,N
9.01E+13,,Unique,31075668,97195526,1,1,5,7,8,8,N,N,8,8,5,5,N
9.01E+13,,Unique,31065094,97211791,1,1,5,7,7,7,N,N,7,2,6,5,N
9.01E+13,,Unique,31103263,97255695,1,5,1,N,N,N,7,6,5,4,N,5,6
9.01E+13,,Unique,31094990,97253118,1,5,1,7,6,5,6,N,5,5,N,5,9
9.01E+13,,Unique,31093776,97252396,6,1,5,7,7,6,N,N,6,5,6,5,N
9.01E+13,,Unique,31132370,97282010,1,5,5,7,8,6,8,N,6,9,N,5,9
9.01E+13,,Unique,31061908,97215136,1,5,1,N,N,N,6,6,5,5,N,5,6
9.01E+13,,Unique,31055977,97205669,1,2,3,6,6,7,N,N,6,2,4,5,N
9.01E+13,,Unique,31055606,97205885,5,2,5,7,7,7,N,N,7,4,6,5,N
9.01E+13,,Unique,31073699,97234622,1,5,1,N,N,N,6,7,5,9,N,5,6
9.01E+13,,Unique,31074811,97240258,1,5,1,N,N,N,6,7,5,9,N,5,6
9.01E+13,,Unique,31070852,97230342,1,1,5,7,8,7,N,N,7,2,9,5,N
9.01E+13,,Unique,31070858,97230690,1,1,5,7,8,7,N,N,7,2,9,5,N
9.01E+13,,Unique,31042453,97220444,1,1,5,7,8,7,N,N,7,2,6,5,N
9.01E+13,,Unique,31041326,97212185,1,5,1,N,N,N,6,6,5,N,N,5,6
9.01E+13,,Unique,31045062,97225619,1,1,4,6,6,7,N,N,6,3,2,5,N
9.01E+13,,Unique,31044675,97225718,1,1,4,6,6,6,N,N,6,3,2,5,N
9.01E+13,,Unique,31043086,97223281,1,5,1,N,N,N,7,7,5,N,N,5,6
9.01E+13,,Unique,31063729,97232360,6,1,5,7,6,7,N,N,6,4,4,5,N
9.01E+13,,Unique,31063166,97232589,1,5,1,N,N,N,7,6,5,N,N,5,6
9.01E+13,,Unique,31041117,97211534,1,1,6,7,7,5,N,N,5,2,5,5,N
9.01E+13,,Unique,31051091,97230791,1,5,5,7,8,7,6,N,7,9,N,5,9
9.01E+13,,Unique,31051051,97230913,1,5,5,7,8,7,7,N,7,4,N,5,9
9.01E+13,,Unique,31050995,97230481,1,5,5,7,8,7,7,N,7,4,N,5,9
9.01E+13,,Unique,31053742,97232022,1,2,5,7,8,7,N,N,7,9,8,5,N
9.01E+13,,Unique,31053892,97232403,1,2,5,7,8,6,N,N,6,4,9,5,N
9.01E+13,,Unique,31053847,97231894,1,2,5,7,8,7,N,N,7,7,9,5,N
9.01E+13,,Unique,31004140,97180324,1,5,1,N,N,N,6,6,6,N,N,5,6
9.01E+13,,Unique,31003258,97174884,1,5,1,N,N,N,6,7,7,N,N,5,6
9.01E+13,,Unique,31001692,97173300,1,5,1,N,N,N,6,7,7,N,N,5,6
9.01E+13,,Unique,31012440,97182374,1,5,1,N,N,N,6,7,5,6,N,5,6
9.01E+13,,Unique,31005283,97180059,1,5,1,N,N,N,6,6,5,N,N,5,6
9.01E+13,,Unique,30592617,97165688,1,5,1,N,N,N,4,6,5,9,N,5,6
9.01E+13,,Unique,31013348,97185304,1,1,5,7,7,7,N,N,7,6,9,5,N
9.01E+13,,Unique,30591447,97164838,1,5,1,N,N,N,6,7,5,6,N,5,6
9.01E+13,,Unique,31005240,97182420,1,1,5,7,7,7,N,N,7,7,9,5,N
9.01E+13,,Unique,31023078,97191434,1,5,5,7,7,7,6,N,7,7,N,5,9
9.01E+13,,Unique,31004908,97181902,1,5,5,7,7,7,7,N,7,7,N,5,9
9.01E+13,,Unique,31011710,97184220,1,5,1,N,N,N,6,7,7,7,N,5,7
9.01E+13,,Unique,31004601,97181764,1,5,1,N,N,N,6,6,6,N,N,5,6
9.01E+13,,Unique,31005101,97181760,1,5,1,N,N,N,6,6,6,N,N,5,6
9.01E+13,,Unique,31013306,97185184,1,1,5,7,7,7,N,N,7,6,9,5,N
9.01E+13,,Unique,31005350,97182390,1,1,5,7,7,7,N,N,7,7,9,5,N
9.01E+13,,Unique,31023024,97191224,1,5,5,7,7,7,7,N,7,6,N,5,9
9.01E+13,,Unique,31004992,97181896,1,5,5,7,7,7,7,N,7,7,N,5,9
9.01E+13,,Unique,31045876,97375399,1,9,1,7,5,7,7,N,5,9,N,5,6
9.01E+13,,Unique,31044241,97364698,1,5,1,N,N,N,6,6,5,N,N,5,6
9.01E+13,,Unique,31071849,97475406,1,1,5,7,6,7,N,N,6,5,2,5,N
9.01E+13,,Unique,31054026,97435700,1,1,5,7,6,7,N,N,6,6,2,5,N
9.01E+13,,Unique,31054124,97435632,1,1,5,7,4,7,N,N,4,7,2,5,N
9.01E+13,,Unique,31052731,97431279,1,1,5,7,6,7,N,N,5,6,4,5,N
9.01E+13,,Unique,31052857,97431276,1,1,5,7,6,7,N,N,5,7,4,5,N
9.01E+13,,Unique,31052259,97430286,1,5,1,N,N,N,6,6,5,N,N,5,6
9.01E+13,,Unique,31050472,97422707,1,5,1,7,7,7,7,N,7,7,N,5,8
9.01E+13,,Unique,31050499,97422466,1,5,1,7,7,7,7,N,7,7,N,5,8
9.01E+13,,Unique,31050403,97422780,1,5,1,7,7,7,7,N,7,6,N,5,8
9.01E+13,,Unique,31050568,97422398,1,5,1,7,7,7,7,N,7,5,N,5,9
9.01E+13,,Unique,31045000,97415717,1,1,5,7,7,7,N,N,5,7,2,5,N
9.01E+13,,Unique,31044963,97415341,1,1,5,7,8,7,N,N,5,7,2,5,N
9.01E+13,,Unique,31041391,97401042,1,1,5,7,6,7,N,N,6,7,5,5,N
9.01E+13,,Unique,31043377,97391403,1,1,5,8,7,7,N,N,7,8,5,5,N
9.01E+13,,Unique,31043439,97391464,1,1,5,7,7,7,N,N,7,8,2,5,N
9.01E+13,,Unique,31043273,97391315,1,5,1,N,N,N,7,7,5,9,N,5,7
9.01E+13,,Unique,31043690,97391000,1,5,1,N,N,N,6,6,5,N,N,5,6
9.01E+13,,Unique,31043889,97390624,1,5,1,N,N,N,6,7,5,N,N,5,6
9.01E+13,,Unique,31071605,97462296,6,1,4,7,7,6,N,N,6,8,2,5,N
9.01E+13,,Unique,31071129,97460929,6,1,5,7,7,7,N,N,7,9,6,5,N
9.01E+13,,Unique,31071055,97460951,6,1,5,7,7,7,N,N,7,9,6,5,N
9.01E+13,,Unique,31070318,97455588,1,5,1,N,N,N,6,6,5,N,N,5,6
9.01E+13,,Unique,31064499,97453119,1,5,1,N,N,N,6,6,5,N,N,5,6
9.01E+13,,Unique,31063361,97445140,1,1,5,7,7,7,N,N,7,7,2,5,N
9.01E+13,,Unique,31063288,97445175,1,1,5,7,7,7,N,N,7,7,2,5,N
9.01E+13,,Unique,31062976,97444690,1,5,1,N,N,N,7,6,5,N,N,5,6
9.01E+13,,Unique,31060234,97442576,1,1,5,7,7,7,N,N,7,2,2,5,N
9.01E+13,,Unique,31045731,97383386,1,1,4,6,6,7,N,N,6,8,6,5,N
9.01E+13,,Unique,31050015,97382128,1,1,5,7,7,7,N,N,7,9,5,5,N
9.01E+13,,Unique,31045898,97375931,1,5,1,7,7,5,6,N,5,9,N,5,6
9.01E+13,,Unique,31050089,97375899,1,5,1,7,7,7,6,N,7,6,N,5,7
9.01E+13,,Unique,31045756,97375963,1,5,1,7,7,7,6,N,7,6,N,5,7
9.01E+13,,Unique,31045811,97375414,1,9,1,7,7,7,7,N,7,9,N,5,6
9.01E+13,,Unique,31050005,97375385,1,9,1,7,7,7,7,N,7,6,N,5,7
9.01E+13,,Unique,31045667,97375457,1,9,1,7,6,7,7,N,6,6,N,5,7
9.01E+13,,Unique,31045156,97371838,1,5,1,N,N,N,7,7,5,N,N,5,6
9.01E+13,,Unique,31042735,97360151,1,5,1,N,N,N,6,7,5,N,N,5,6
9.01E+13,,Unique,31043512,97362343,1,1,5,7,7,7,N,N,5,8,9,5,N
9.01E+13,,Unique,31043438,97362403,1,1,5,8,7,7,N,N,5,8,9,5,N
9.01E+13,,Unique,31043395,97411868,1,1,5,7,8,7,N,N,7,9,6,5,N
9.01E+13,,Unique,31043371,97411486,1,1,5,7,8,7,N,N,7,9,6,5,N
9.01E+13,,Unique,31041330,97401056,1,1,5,7,8,8,N,N,8,5,6,5,N
9.01E+13,,Unique,31070682,97460275,1,1,5,7,8,8,N,N,8,7,3,5,N
9.01E+13,,Unique,31065044,97454205,1,1,5,7,7,7,N,N,7,4,6,5,N
9.01E+13,,Unique,31071964,97475073,1,1,5,7,8,7,N,N,7,3,5,5,N
9.01E+13,,Unique,31071688,97474533,1,1,5,8,8,7,N,N,7,3,5,5,N
9.01E+13,,Unique,31045969,97375917,1,5,5,7,8,8,7,N,8,9,N,5,7
9.01E+13,,Unique,31041462,97400897,1,1,5,8,8,8,N,N,8,5,3,5,N
9.01E+13,,Unique,31040368,97344800,1,9,1,7,5,6,6,N,5,9,N,5,6
9.01E+13,,Unique,31040138,97344307,1,5,1,7,5,5,5,N,5,4,N,5,6
9.01E+13,,Unique,31030490,97294028,1,5,1,N,N,N,7,7,5,N,N,5,6
9.01E+13,,Unique,31025973,97290745,1,1,6,7,7,7,N,N,7,8,5,5,N
9.01E+13,,Unique,31025904,97290801,1,1,6,7,7,7,N,N,7,8,6,5,N
9.01E+13,,Unique,31024912,97282192,1,1,5,7,7,7,N,N,7,9,5,5,N
9.01E+13,,Unique,31040900,97350509,1,1,5,8,7,7,N,N,6,9,5,5,N
9.01E+13,,Unique,31040444,97344746,1,9,1,7,7,7,6,N,7,6,N,5,7
9.01E+13,,Unique,31040250,97344976,1,9,1,7,7,6,6,N,6,4,N,5,6
9.01E+13,,Unique,31040188,97345009,1,9,1,7,7,6,6,N,6,6,N,5,7
9.01E+13,,Unique,31040210,97344253,1,5,1,7,7,6,5,N,6,6,N,5,7
9.01E+13,,Unique,31040134,97344638,1,5,1,7,7,5,5,N,5,5,N,5,6
9.01E+13,,Unique,31040073,97344739,1,5,1,7,7,6,5,N,6,6,N,5,7
9.01E+13,,Unique,31031867,97330146,6,1,6,7,7,7,N,N,7,4,9,5,N
9.01E+13,,Unique,31031785,97330141,6,1,6,7,7,7,N,N,7,4,9,5,N
9.01E+13,,Unique,31032059,97320099,6,1,6,7,7,7,N,N,7,8,9,5,N
9.01E+13,,Unique,31031952,97320099,6,1,6,7,7,7,N,N,7,8,9,5,N
9.01E+13,,Unique,31031712,97302385,6,1,6,7,6,7,N,N,6,9,9,5,N
9.01E+13,,Unique,31024743,97280404,1,1,5,7,7,7,N,N,6,7,4,5,N
9.01E+13,,Unique,31071846,97461161,6,1,5,8,8,7,N,N,7,9,6,5,N
9.01E+13,,Unique,31070821,97440891,1,5,1,N,N,N,7,6,5,5,N,5,6
9.01E+13,,Unique,31070338,97434956,1,5,1,N,N,N,6,6,5,5,N,5,6
9.01E+13,,Unique,31064774,97431864,1,5,1,7,5,5,6,N,5,6,N,5,6
9.01E+13,,Unique,31054911,97413289,1,5,1,7,5,7,6,N,5,5,N,5,6
9.01E+13,,Unique,31071684,97444844,1,5,1,6,6,6,6,N,6,9,N,5,6
9.01E+13,,Unique,31045585,97382281,1,1,5,7,7,7,N,N,7,9,9,5,N
9.01E+13,,Unique,31005727,97182032,1,5,1,N,N,N,7,6,6,4,N,5,6
9.01E+13,,Unique,30584883,97194867,1,5,1,N,N,N,6,7,6,5,N,5,6
9.01E+13,,Unique,30584623,97201508,1,5,1,6,6,5,6,N,5,4,N,5,6
9.01E+13,,Unique,30593299,97223310,1,5,1,N,N,N,6,7,6,6,N,5,6
9.01E+13,,Unique,30590989,97212394,1,5,1,N,N,N,7,7,6,4,N,5,6
9.01E+13,,Unique,30593683,97185024,1,5,1,7,7,7,7,N,7,5,N,5,9
9.01E+13,,Unique,31020522,97272512,1,5,1,N,N,N,7,7,5,N,N,5,6
9.01E+13,,Unique,30593660,97233800,1,5,5,7,8,7,6,N,7,5,N,5,9
9.01E+13,,Unique,31033449,97132365,1,5,1,N,N,N,6,6,6,N,N,5,6
9.01E+13,,Unique,31040873,97075394,1,5,1,7,5,6,5,N,5,7,N,5,9
9.01E+13,,Unique,31052458,97184994,1,5,1,N,N,N,5,6,6,N,N,5,9
9.01E+13,,Unique,31050498,97174847,1,5,1,7,7,6,5,N,6,5,N,5,6
9.01E+13,,Unique,31041122,97153485,1,9,1,7,7,7,6,N,7,6,N,5,6
9.01E+13,,Unique,31040989,97152842,1,5,1,7,7,6,6,N,6,6,N,5,6
9.01E+13,,Unique,31040016,97144878,1,5,1,7,7,6,5,N,6,6,N,5,6
9.01E+13,,Unique,31035728,97143851,1,9,1,7,7,6,6,N,6,6,N,5,6
9.01E+13,,Unique,31030539,97113243,1,5,1,7,7,7,6,N,7,6,N,5,6
9.01E+13,,Unique,31024819,97101852,1,5,1,N,N,N,6,6,6,N,N,5,6
9.01E+13,,Unique,31023356,97090243,1,5,1,N,N,N,7,7,6,N,N,5,6
9.01E+13,,Unique,31054441,97200010,1,2,5,7,7,7,N,N,7,4,9,5,N
9.01E+13,,Unique,31052059,97183626,1,1,5,7,7,7,N,N,7,5,9,5,N
9.01E+13,,Unique,31061573,97215530,1,5,1,N,N,N,6,7,5,4,N,5,6
9.01E+13,,Unique,31062943,97225555,1,5,1,N,N,N,6,7,5,N,N,5,6
9.01E+13,,Unique,31071210,97262150,1,5,1,N,N,N,7,7,5,N,N,5,6
9.01E+13,,Unique,31071158,97254755,1,5,1,N,N,N,7,7,5,N,N,5,6
9.01E+13,,Unique,31070518,97250761,1,5,1,N,N,N,7,7,5,N,N,5,6
9.01E+13,,Unique,31065714,97243956,1,5,1,N,N,N,7,7,5,N,N,5,6
9.01E+13,,Unique,31065083,97241488,1,5,5,7,7,7,6,N,7,5,N,5,9
9.01E+13,,Unique,31022108,97195919,1,5,1,N,N,N,6,6,5,5,N,5,6
9.01E+13,,Unique,30594646,97202317,1,5,3,7,6,7,6,N,6,5,N,5,6
9.01E+13,,Unique,31053799,97203932,1,2,4,6,6,7,N,N,6,2,6,5,N
9.01E+13,,Unique,31031878,97195114,6,1,6,7,6,7,N,N,6,9,9,5,N
9.01E+13,,Unique,31014192,97200142,1,1,5,7,8,7,N,N,7,6,9,5,N
9.01E+13,,Unique,31054392,97203795,1,2,4,6,6,7,N,N,6,2,5,5,N
9.01E+13,,Unique,30522416,97240972,1,5,1,7,5,4,5,N,4,4,N,5,6
9.01E+13,,Unique,30555874,97212902,1,5,3,6,6,6,6,N,6,3,N,5,6
9.01E+13,,Unique,30550898,97214946,1,5,3,6,6,6,6,N,6,3,N,5,6
9.01E+13,,Unique,30534442,97225775,1,5,3,6,6,6,5,N,6,3,N,5,6
9.01E+13,,Unique,30510075,97241116,1,5,1,N,N,N,7,7,6,N,N,5,9
9.01E+13,,Unique,30502093,97242618,1,5,1,N,N,N,8,7,6,N,N,5,9
9.01E+13,,Unique,30582125,97204005,1,5,5,7,7,6,6,N,6,6,N,5,9
9.01E+13,,Unique,30485310,97250779,1,5,5,7,8,7,7,N,7,9,N,5,9
9.01E+13,,Unique,31043574,97185277,1,5,1,N,N,N,6,7,5,N,N,5,9
9.01E+13,,Unique,31033643,97193446,1,2,6,7,6,6,N,N,6,5,4,5,N
9.01E+13,,Unique,31080342,97192002,1,4,6,7,7,7,N,N,7,5,6,5,N
9.01E+13,,Unique,31033956,97192972,1,5,1,N,N,N,6,6,5,N,N,5,9
9.01E+13,,Unique,31051658,97183762,1,5,1,N,N,N,5,6,5,N,N,5,9
9.01E+13,,Unique,31045415,97184644,1,1,5,8,7,7,N,N,7,7,4,5,N
9.01E+13,,Unique,31082770,97201551,1,2,5,7,8,8,N,N,8,9,9,5,N
9.01E+13,,Unique,31082690,97201963,1,2,5,7,8,7,N,N,7,9,9,5,N
9.01E+13,,Unique,31082614,97200687,1,5,1,N,N,N,7,8,8,N,N,5,9
9.01E+13,,Unique,31081883,97214534,1,1,5,7,7,7,N,N,7,9,9,5,N
9.01E+13,,Unique,31081968,97214506,1,1,5,7,8,7,N,N,7,9,9,5,N
9.01E+13,,Unique,31070197,97230894,1,5,1,N,N,N,7,7,7,N,N,5,6
9.01E+13,,Unique,31140251,97232813,1,5,1,N,N,N,7,7,5,6,N,5,6
9.01E+13,,Unique,31124385,97235847,1,5,1,N,N,N,7,7,5,7,N,5,6
9.01E+13,,Unique,31101511,97245676,1,5,1,7,5,7,6,N,5,5,N,5,6
9.01E+13,,Unique,31054600,97271238,1,5,2,6,6,6,6,N,6,5,N,5,9
9.01E+13,,Unique,31040132,97273507,1,2,4,6,6,7,N,N,6,2,6,5,N
9.01E+13,,Unique,31040216,97273458,1,2,4,6,6,7,N,N,6,2,6,5,N
9.01E+13,,Unique,31071662,97263687,1,1,5,7,8,7,N,N,7,5,6,5,N
9.01E+13,,Unique,31054843,97271259,1,5,5,7,8,7,8,N,7,7,N,5,9
9.01E+13,,Unique,31121016,97241121,1,5,1,N,N,N,7,7,5,4,N,5,8
9.01E+13,,Unique,31044410,97080826,1,5,1,6,6,6,6,N,6,4,N,5,6
9.01E+13,,Unique,30572178,97123295,1,5,1,7,7,7,6,N,7,6,N,5,9
9.01E+13,,Unique,30584443,97114063,1,5,1,N,N,N,7,7,6,6,N,5,6
9.01E+13,,Unique,31001353,97110126,1,5,1,7,7,7,6,N,7,5,N,5,9
9.01E+13,,Unique,31001720,97105716,1,5,1,7,7,7,6,N,7,5,N,5,9
9.01E+13,,Unique,31002046,97105353,1,5,1,7,7,6,6,N,6,5,N,5,9
9.01E+13,,Unique,31012432,97102404,1,5,1,7,7,7,5,N,7,6,N,5,9
9.01E+13,,Unique,30580206,97115303,1,5,1,N,N,N,7,7,7,9,N,5,6
9.01E+13,,Unique,30570887,97124474,1,5,1,N,N,N,7,7,6,9,N,5,6
9.01E+13,,Unique,31111993,97234295,1,5,1,N,N,N,7,7,6,4,N,5,6
9.01E+13,,Unique,31111971,97230064,1,5,1,N,N,N,6,6,6,4,N,5,6
9.01E+13,,Unique,31105885,97141903,1,5,1,N,N,N,5,6,6,N,N,5,9
9.01E+13,,Unique,31104274,97132230,1,5,1,N,N,N,7,5,5,N,N,5,9
9.01E+13,,Unique,31122130,97175861,1,5,1,N,N,N,7,7,6,N,N,5,6
9.01E+13,,Unique,31112725,97160136,1,5,1,7,7,7,6,N,7,6,N,5,9
9.01E+13,,Unique,31065031,97182329,1,5,1,7,7,6,6,N,5,5,N,5,6
9.01E+13,,Unique,31071261,97171932,1,5,1,N,N,N,6,7,6,5,N,5,6
9.01E+13,,Unique,31074571,97165624,1,5,1,7,7,7,6,N,6,6,N,5,6
9.01E+13,,Unique,31072902,97135673,1,5,1,7,7,6,5,N,5,6,N,5,6
9.01E+13,,Unique,31092070,97123661,1,5,1,N,N,N,7,5,5,N,N,5,6
9.01E+13,,Unique,31070892,97443669,1,5,1,7,7,6,6,N,6,7,N,5,9
9.01E+13,,Unique,31043962,97452909,1,1,5,7,7,7,N,N,7,9,4,5,N
9.01E+13,,Unique,31031338,97455277,1,5,1,N,N,N,7,7,5,N,N,5,9
9.01E+13,,Unique,30581871,97464245,1,5,5,7,7,7,7,N,7,7,N,5,9
9.01E+13,,Unique,30582261,97464186,1,5,5,7,7,7,6,N,7,7,N,5,9
9.01E+13,,Unique,30552694,97473815,1,5,5,7,7,7,7,N,7,7,N,5,9
9.01E+13,,Unique,30552712,97473942,1,5,5,7,7,7,6,N,7,7,N,5,9
9.01E+13,,Unique,30572543,97470732,1,5,1,N,N,N,7,7,7,N,N,5,9
9.01E+13,,Unique,30561723,97472062,1,5,1,N,N,N,8,7,7,N,N,5,9
9.01E+13,,Unique,30542991,97475808,1,5,1,N,N,N,6,6,6,N,N,5,9
9.01E+13,,Unique,31032560,97455547,1,1,5,7,8,8,N,N,8,7,7,5,N
9.01E+13,,Unique,31032528,97455682,1,1,5,7,8,7,N,N,7,7,7,5,N
9.01E+13,,Unique,31064437,97391885,1,5,1,N,N,N,6,6,5,N,N,5,6
9.01E+13,,Unique,31051783,97361560,1,5,1,N,N,N,7,6,5,N,N,5,6
9.01E+13,,Unique,31052905,97313779,1,5,1,7,7,5,5,N,5,2,N,5,6
9.01E+13,,Unique,31072374,97430050,1,5,1,N,N,N,7,7,5,2,N,5,6
9.01E+13,,Unique,31065724,97412052,1,5,1,N,N,N,6,7,5,9,N,5,6
9.01E+13,,Unique,31065629,97402557,1,5,1,N,N,N,7,7,5,7,N,5,6
9.01E+13,,Unique,31060002,97373517,1,5,1,N,N,N,6,6,5,N,N,5,6
9.01E+13,,Unique,30590568,97490300,1,5,1,N,N,N,7,7,6,N,N,5,7
9.01E+13,,Unique,30585372,97475802,1,5,1,N,N,N,8,7,6,4,N,5,7
9.01E+13,,Unique,30584634,97470561,1,5,1,7,7,6,6,N,6,4,N,5,7
9.01E+13,,Unique,30592466,97500549,1,5,5,7,8,7,6,N,7,5,N,5,9
9.01E+13,,Unique,30592854,97495493,1,9,5,7,7,7,7,N,7,5,N,5,7
9.01E+13,,Unique,30592936,97494978,1,5,5,7,7,7,6,N,7,5,N,5,9
9.01E+13,,Unique,30481306,97203386,1,5,1,N,N,N,6,6,6,4,N,5,6
9.01E+13,,Unique,30473047,97223891,1,5,1,7,7,7,6,N,7,5,N,5,9
9.01E+13,,Unique,31004381,97263187,1,5,1,7,7,6,5,N,4,9,N,5,7
9.01E+13,,Unique,30564235,97262348,1,5,1,7,7,6,6,N,6,2,N,5,6
9.01E+13,,Unique,30551054,97245991,1,5,1,7,7,6,6,N,6,2,N,5,6
9.01E+13,,Unique,30534173,97240865,1,5,1,7,7,5,6,N,5,2,N,5,6
9.01E+13,,Unique,30592398,97264165,1,5,3,7,6,6,5,N,5,3,N,3,6
9.01E+13,,Unique,30524369,97241234,1,5,1,N,N,N,7,7,6,9,N,5,6
9.01E+13,,Unique,30581071,97255247,1,5,5,8,8,7,7,N,7,8,N,5,9
9.01E+13,,Unique,31005066,97320810,1,5,1,N,N,N,7,7,6,4,N,5,6
9.01E+13,,Unique,30585101,97322116,1,5,1,N,N,N,7,7,6,N,N,5,6
