STRUCTURE_NUMBER_008,STRUCTURE_NUMBER_0082,Common St. Nos.,LAT_016,LONG_017,SERVICE_ON_042A,SERVICE_UND_042B,STRUCTURE_KIND_043A,DECK_COND_058,SUPERSTRUCTURE_COND_059,SUBSTRUCTURE_COND_060,CHANNEL_COND_061,CULVERT_COND_062,STRUCTURAL_EVAL_067,DECK_GEOMETRY_EVAL_068,UNDCLRENCE_EVAL_069,POSTING_EVAL_070,WATERWAY_EVAL_071
9.01E+13,,Unique,30581986,97323362,1,5,1,N,N,N,8,7,6,5,N,5,6
9.01E+13,,Unique,31011602,97064889,1,5,1,7,7,7,6,N,6,4,N,5,7
9.01E+13,,Unique,31045191,97321969,1,5,1,7,7,7,6,N,7,4,N,5,6
9.01E+13,,Unique,31033681,97283163,1,5,1,N,N,N,5,6,6,N,N,5,6
9.01E+13,,Unique,31033178,97275471,1,5,1,7,6,6,5,N,6,4,N,5,6
9.01E+13,,Unique,31024424,97255865,1,5,5,7,7,6,6,N,6,5,N,5,9
9.01E+13,,Unique,31054303,97213505,1,2,6,7,7,6,N,N,6,4,6,5,N
9.01E+13,,Unique,31030215,97224380,1,5,1,N,N,N,7,7,5,N,N,5,6
9.01E+13,,Unique,31062633,97163729,1,5,1,N,N,N,7,7,6,3,N,5,7
9.01E+13,,Unique,31061751,97160769,1,5,1,6,6,6,6,N,6,4,N,5,7
9.01E+13,,Unique,31061267,97155197,1,5,1,N,N,N,6,6,6,N,N,5,7
9.01E+13,,Unique,31054280,97142678,1,5,1,6,6,6,6,N,6,4,N,5,7
9.01E+13,,Unique,31051257,97123881,1,5,1,7,7,5,5,N,5,4,N,5,7
9.01E+13,,Unique,31044308,97123101,1,5,1,7,7,6,7,N,6,5,N,5,7
9.01E+13,,Unique,30543849,97325362,1,5,1,N,N,N,6,6,6,N,N,5,6
9.01E+13,,Unique,30542354,97330162,1,5,1,N,N,N,6,5,5,N,N,5,7
9.01E+13,,Unique,30535269,97325305,1,5,1,N,N,N,7,5,5,5,N,5,7
9.01E+13,,Unique,30522042,97324956,1,5,1,N,N,N,6,6,6,N,N,5,7
9.01E+13,,Unique,30504844,97321057,1,5,1,N,N,N,6,6,6,4,N,5,7
9.01E+13,,Unique,31021373,97081447,1,5,1,N,N,N,6,7,6,5,N,5,6
9.01E+13,,Unique,30585352,97060575,1,5,1,N,N,N,7,6,6,3,N,5,6
9.01E+13,,Unique,30555011,97314121,1,5,1,N,N,N,6,7,6,N,N,5,6
9.01E+13,,Unique,30540941,97274996,1,5,1,N,N,N,6,7,6,5,N,5,6
9.01E+13,,Unique,30540628,97273930,1,5,1,N,N,N,6,6,6,N,N,5,6
9.01E+13,,Unique,30563793,97321391,1,5,1,6,6,6,7,N,6,2,N,5,6
9.01E+13,,Unique,30565412,97321187,1,5,1,N,N,N,8,9,9,4,N,5,7
9.01E+13,,Unique,31055192,97282421,1,5,1,N,N,N,7,7,7,N,N,5,6
9.01E+13,,Unique,31062825,97420711,1,5,1,7,7,6,6,N,6,9,N,5,6
9.01E+13,,Unique,31055096,97414062,1,5,1,N,N,N,6,7,5,7,N,5,6
9.01E+13,,Unique,31052623,97414504,5,5,5,7,7,7,6,N,7,9,N,5,9
9.01E+13,,Unique,31050417,97415206,1,5,1,N,N,N,6,7,5,N,N,5,6
9.01E+13,,Unique,31032761,97393054,1,5,1,N,N,N,7,7,7,N,N,5,6
9.01E+13,,Unique,30555426,97104940,1,5,1,N,N,N,7,6,6,4,N,5,7
9.01E+13,,Unique,30571734,97095870,1,5,1,7,6,6,5,N,6,4,N,5,7
9.01E+13,,Unique,30582382,97433877,1,5,1,N,N,N,6,6,6,3,N,5,7
9.01E+13,,Unique,30571345,97424884,1,5,1,6,7,5,5,N,5,4,N,5,7
9.01E+13,,Unique,31012974,97184681,1,5,1,N,N,N,7,7,7,N,N,5,6
9.01E+13,,Unique,31020592,97273310,1,5,1,N,N,N,7,7,5,N,N,5,6
9.01E+13,,Unique,31041657,97283295,1,5,5,7,6,7,7,N,6,5,N,5,9
9.01E+13,,Unique,31044799,97281745,1,2,5,7,6,7,N,N,6,5,9,5,N
9.01E+13,,Unique,31013377,97085810,1,5,1,N,N,N,6,6,6,N,N,5,7
9.01E+13,,Unique,30595234,97085100,1,5,1,7,7,7,6,N,5,5,N,5,7
9.01E+13,,Unique,30594151,97073351,1,5,1,N,N,N,7,7,6,9,N,5,7
9.01E+13,,Unique,31162765,97244431,1,5,1,7,7,7,7,N,6,4,N,5,7
9.01E+13,,Unique,31155972,97243662,1,5,1,N,N,N,6,5,5,N,N,5,7
9.01E+13,,Unique,31154609,97244174,1,5,1,7,7,7,7,N,7,4,N,5,7
9.01E+13,,Unique,31152167,97241648,1,5,1,N,N,N,6,7,6,7,N,5,7
9.01E+13,,Unique,31151844,97240568,1,5,1,N,N,N,6,7,6,6,N,5,7
9.01E+13,,Unique,31051212,97385484,1,5,1,6,7,7,6,N,7,4,N,5,8
9.01E+13,,Unique,30553155,97324962,1,5,1,N,N,N,5,6,6,5,N,5,6
9.01E+13,,Unique,30553826,97332961,1,5,1,N,N,N,5,6,6,5,N,5,6
9.01E+13,,Unique,30545512,97355104,1,5,1,7,7,7,6,N,7,4,N,5,7
9.01E+13,,Unique,30545681,97385914,1,5,1,N,N,N,6,6,6,N,N,5,7
9.01E+13,,Unique,31050719,97115651,1,5,1,N,N,N,7,6,6,N,N,5,7
9.01E+13,,Unique,31050839,97113765,1,5,1,N,N,N,7,7,6,N,N,5,7
9.01E+13,,Unique,31025166,97190610,1,5,1,N,N,N,6,6,6,5,N,5,6
9.01E+13,,Unique,31022415,97160689,1,5,1,7,7,7,6,N,7,5,N,5,6
9.01E+13,,Unique,31030549,97155120,1,5,1,6,7,7,6,N,7,5,N,5,6
9.01E+13,,Unique,31021242,97232676,1,5,1,7,6,8,7,N,6,4,N,5,6
9.01E+13,,Unique,31014010,97193153,1,5,1,N,N,N,6,7,6,5,N,5,6
9.01E+13,,Unique,31002746,97384199,1,5,5,6,7,5,6,N,5,2,N,5,9
9.01E+13,,Unique,31030562,97392042,1,5,1,N,N,N,7,7,5,N,N,5,9
9.01E+13,,Unique,30593641,97381043,1,5,1,N,N,N,7,7,6,N,N,5,6
9.01E+13,,Unique,31040572,97432036,1,5,1,N,N,N,6,6,5,N,N,5,6
9.01E+13,,Unique,31052093,97474816,1,5,1,N,N,N,6,7,5,N,N,5,6
9.01E+13,,Unique,31072312,97475423,1,2,2,6,6,7,N,N,6,7,5,5,N
9.01E+13,,Unique,31032880,97480503,1,5,5,7,6,7,7,N,6,9,N,5,9
9.01E+13,,Unique,31031918,97465722,1,5,5,7,7,7,7,N,7,9,N,5,9
9.01E+13,,Unique,31032210,97461961,1,5,5,7,8,7,7,N,7,9,N,5,9
090140AA0101001,,Unique,30535188,97152415,1,5,1,N,N,N,7,7,6,6,N,5,6
090140AA0111001,,Unique,31140615,97302414,1,5,1,6,6,6,6,N,6,4,N,5,3
090140AA0111002,,Unique,31140777,97320361,1,5,1,6,6,6,5,N,6,4,N,5,3
090140AA0128001,,Unique,31124973,97225037,1,5,3,7,6,7,6,N,6,6,N,5,7
090140AA0130001,,Unique,31165971,97242569,1,5,3,7,7,6,6,N,6,5,N,5,6
090140AA0137001,,Unique,31132329,97224435,1,5,1,N,N,N,7,6,6,4,N,5,4
090140AA0140001,,Unique,31114681,97223603,1,5,1,N,N,N,6,6,6,5,N,5,4
090140AA0140002,,Unique,31113910,97220775,1,5,1,N,N,N,6,6,6,5,N,5,4
090140AA0159001,,Unique,31135151,97201410,1,5,1,7,7,7,7,N,6,9,N,5,7
090140AA0172001,,Unique,31134177,97174605,1,5,3,6,5,6,6,N,5,2,N,0,7
090140AA0172002,,Unique,31161590,97163851,1,5,1,7,6,6,7,N,6,5,N,5,4
090140AA0172003,,Unique,31162083,97162864,1,5,1,6,6,7,8,N,6,5,N,5,4
090140AA0176001,,Unique,31140914,97165685,1,5,5,6,6,6,7,N,6,4,N,5,7
090140AA0176002,,Unique,31125167,97163184,1,5,1,6,6,7,7,N,6,5,N,5,7
090140AA0179001,,Unique,31144336,97151503,1,5,1,7,7,7,5,N,6,6,N,5,7
090140AA0180001,,Unique,31125408,97142176,1,5,4,7,6,6,6,N,6,5,N,5,7
090140AA0191002,,Unique,31085562,97153795,1,5,1,7,7,7,7,N,6,5,N,5,7
090140AA0192001,,Unique,31075672,97144569,1,9,1,N,N,N,6,7,6,7,N,5,7
090140AA0192002,,Unique,31075287,97144722,1,5,1,7,7,7,7,N,7,6,N,5,7
090140AA0194001,,Unique,31091771,97160383,1,5,1,N,N,N,7,6,6,6,N,5,7
090140AA0194002,,Unique,31095367,97154242,1,5,1,6,6,5,5,N,5,4,N,2,7
090140AA0197001,,Unique,31092166,97182800,1,5,1,N,N,N,6,6,6,4,N,5,7
090140AA0199001,,Unique,31100931,97172585,1,5,2,6,6,6,7,N,6,4,N,5,7
090140AA0201001,,Unique,31093190,97183330,1,5,1,N,N,N,7,6,6,4,N,5,7
090140AA0219001,,Unique,31085068,97174650,1,5,1,7,7,7,7,N,6,7,N,5,7
090140AA0219002,,Unique,31052982,97175420,1,5,1,7,7,7,6,N,6,6,N,5,4
090140AA0223001,,Unique,31055274,97175976,1,5,1,7,7,6,5,N,6,4,N,5,4
090140AA0224001,,Unique,31053801,97160726,1,5,1,N,N,N,7,6,6,6,N,5,4
090140AA0230001,,Unique,31060741,97145294,1,5,1,N,N,N,7,6,6,5,N,5,7
090140AA0233001,,Unique,31070224,97121206,1,5,1,N,N,N,6,6,6,6,N,5,4
090140AA0235001,,Unique,31033088,97113369,1,5,1,7,7,7,7,N,7,5,N,5,7
090140AA0238001,,Unique,31043894,97145676,1,5,1,6,6,7,7,N,6,5,N,5,4
090140AA0242001,,Unique,31035888,97115639,1,5,1,N,N,N,7,6,6,6,N,5,7
090140AA0253001,,Unique,31013078,97093154,1,5,1,N,N,N,6,6,6,5,N,5,7
090140AA0256001,,Unique,31010058,97075277,1,5,3,7,6,6,7,N,6,5,N,5,7
090140AA0257001,,Unique,31021404,97071522,1,5,3,6,6,6,6,N,6,4,N,5,3
090140AA0260001,,Unique,30591193,97072894,1,5,1,N,N,N,6,7,6,3,N,5,7
090140AA0260002,,Unique,30590141,97081243,1,5,1,7,7,7,6,N,6,6,N,5,7
090140AA0261001,,Unique,31004638,97063630,1,5,1,7,7,7,6,N,6,5,N,5,7
090140AA0261002,,Unique,31004238,97052571,1,5,1,7,7,7,6,N,6,6,N,5,7
090140AA0262001,,Unique,30594566,97053464,1,5,1,7,7,7,6,N,6,7,N,5,3
090140AA0268002,,Unique,30582715,97084112,1,5,3,6,6,6,6,N,6,4,N,3,3
090140AA0268003,,Unique,30592078,97081952,1,5,1,7,7,7,7,N,7,6,N,5,6
090140AA0274001,,Unique,31030343,97154866,1,5,1,7,7,7,6,N,6,5,N,5,4
090140AA0276001,,Unique,31022389,97125979,1,5,3,7,6,7,6,N,6,5,N,5,7
090140AA0276002,,Unique,31013663,97131895,1,5,1,7,7,6,6,N,6,9,N,5,7
090140AA0276003,,Unique,31025074,97124888,1,5,1,N,N,N,6,7,6,5,N,5,7
090140AA0278001,,Unique,30591011,97114810,1,5,1,N,N,N,6,6,6,5,N,5,3
090140AA0281001,,Unique,31013258,97145039,1,5,1,N,N,N,7,7,6,5,N,5,3
090140AA0281002,,Unique,31014670,97153650,1,5,1,N,N,N,7,6,6,5,N,5,7
090140AA0281003,,Unique,31020244,97163258,1,5,1,N,N,N,6,7,6,5,N,5,7
090140AA0285001,,Unique,31011954,97174520,1,5,1,7,7,7,7,N,6,5,N,5,7
090140AA0285002,,Unique,31004622,97154664,1,5,1,7,7,7,6,N,7,5,N,5,7
090140AA0285003,,Unique,31002743,97144408,1,5,1,N,N,N,6,6,6,6,N,5,7
090140AA0293001,,Unique,31000091,97160787,1,5,1,N,N,N,5,6,6,4,N,5,4
090140AA0296001,,Unique,30575541,97181754,1,5,1,6,7,7,6,N,6,4,N,5,7
090140AA0296002,,Unique,30571498,97180457,1,5,1,N,N,N,6,6,6,5,N,5,6
090140AA0296003,,Unique,30571406,97181296,1,5,1,N,N,N,6,6,6,5,N,5,3
090140AA0297001,,Unique,30571368,97170065,1,5,1,N,N,N,6,6,6,7,N,5,6
090140AA0300001,,Unique,30585959,97123371,1,5,1,N,N,N,5,7,6,5,N,5,7
090140AA0308001,,Unique,31005990,97192294,1,5,1,7,7,7,7,N,6,6,N,5,7
090140AA0315001,,Unique,31011958,97182639,1,5,1,7,7,7,7,N,6,6,N,5,7
090140AA0319001,,Unique,31044911,97155760,1,5,1,7,7,7,6,N,6,5,N,5,7
090140AA0319002,,Unique,31043763,97172932,1,5,1,6,6,5,5,N,5,4,N,1,7
090140AA0324001,,Unique,31034901,97174629,1,5,1,N,N,N,6,6,6,4,N,5,7
090140AA0324002,,Unique,31043460,97172942,1,5,1,N,N,N,5,6,6,5,N,5,7
090140AA0324003,,Unique,31044579,97175931,1,5,1,7,7,6,5,N,6,5,N,5,7
090140AA0324004,,Unique,31034059,97174743,1,5,1,N,N,N,6,6,6,6,N,5,7
090140AA0332001,,Unique,30550417,97150800,1,5,1,7,7,7,7,N,6,6,N,5,7
090140AA0333001,,Unique,30550760,97163660,1,5,1,N,N,N,6,6,6,6,N,5,7
090140AA0335001,,Unique,30553317,97163923,1,5,3,6,6,6,6,N,6,5,N,3,7
090140AA0337001,,Unique,31020380,97205142,1,5,1,7,7,7,7,N,6,5,N,5,7
090140AA0337002,,Unique,31013726,97210089,1,5,3,N,N,N,7,8,8,4,N,5,6
090140AA0337005,,Unique,30581042,97223835,1,5,3,7,6,7,8,N,6,4,N,5,4
090140AA0361001,,Unique,30590238,97241914,1,5,5,7,7,7,6,N,7,5,N,5,9
090140AA0371001,,Unique,30553380,97203287,1,5,5,6,6,7,7,N,6,5,N,4,7
090140AA0374001,,Unique,30545593,97224078,1,5,1,7,7,7,7,N,6,5,N,5,4
090140AA0375001,,Unique,30562134,97240019,1,5,1,N,N,N,7,7,6,6,N,5,3
090140AA0376001,,Unique,30551733,97243973,1,5,1,N,N,N,6,6,6,6,N,5,7
090140AA0378001,,Unique,30552186,97233096,1,5,1,N,N,N,6,6,6,6,N,5,3
090140AA0381001,,Unique,30554670,97210438,1,5,1,N,N,N,6,6,6,6,N,5,7
090140AA0382001,,Unique,30534551,97190922,1,5,5,7,7,7,7,N,7,5,N,5,9
090140AA0382002,,Unique,30542416,97180759,1,5,1,7,7,7,6,N,7,6,N,5,4
090140AA0394001,,Unique,30502188,97203304,1,5,1,7,7,7,6,N,7,6,N,5,4
090140AA0403002,,Unique,30485406,97224399,1,5,1,7,7,7,7,N,7,6,N,5,7
090140AA0407001,,Unique,30463744,97223462,1,5,3,8,6,7,6,N,6,6,N,5,4
090140AA0407002,,Unique,30455063,97193473,1,5,1,7,7,7,7,N,6,6,N,5,7
090140AA0412001,,Unique,30492016,97194857,1,5,1,6,7,7,5,N,6,4,N,5,7
090140AA0418001,,Unique,30522105,97244239,1,5,1,7,7,7,6,N,6,4,N,5,7
090140AA0418002,,Unique,30522644,97263380,1,5,1,7,7,7,6,N,6,4,N,5,4
090140AA0418003,,Unique,30530480,97284035,1,5,1,7,7,7,7,N,6,4,N,5,7
090140AA0419001,,Unique,30503528,97303085,1,5,1,N,N,N,7,7,6,6,N,5,4
090140AA0423001,,Unique,30494827,97293411,1,5,5,7,7,6,7,N,6,4,N,5,4
090140AA0423002,,Unique,30483427,97271619,1,5,4,6,6,6,6,N,6,5,N,5,4
090140AA0427001,,Unique,30485527,97264673,1,5,4,6,5,6,6,N,5,4,N,5,4
090140AA0429001,,Unique,30503405,97281495,1,5,1,7,7,8,8,N,6,5,N,5,7
090140AA0430001,,Unique,30500829,97271899,1,5,1,7,7,7,7,N,6,6,N,5,7
090140AA0430002,,Unique,30511924,97265109,1,5,1,7,7,6,6,N,6,5,N,5,7
090140AA0431002,,Unique,30492184,97253566,1,5,1,N,N,N,7,7,6,6,N,5,7
090140AA0431003,,Unique,30495086,97255251,1,5,1,N,N,N,7,6,6,6,N,5,7
090140AA0436001,,Unique,30515778,97294876,1,5,3,7,6,6,6,N,6,7,N,5,3
090140AA0437001,,Unique,30533688,97252362,1,5,1,N,N,N,7,6,6,6,N,5,7
090140AA0438001,,Unique,30530822,97262935,1,5,1,N,N,N,6,6,6,5,N,5,4
090140AA0438002,,Unique,30541609,97260272,1,5,1,N,N,N,8,7,6,9,N,5,4
090140AA0440001,,Unique,30523740,97274373,1,5,1,6,6,6,6,N,6,5,N,5,7
090140AA0440002,,Unique,30513421,97281180,1,5,1,6,6,6,6,N,6,5,N,5,7
090140AA0449001,,Unique,30532334,97351112,1,5,1,N,N,N,8,6,6,7,N,5,7
090140AA0451001,,Unique,30524262,97345326,1,5,1,N,N,N,7,7,6,5,N,5,7
090140AA0455001,,Unique,30534724,97352049,1,5,1,N,N,N,7,6,6,7,N,5,7
090140AA0463001,,Unique,30563082,97310690,1,5,3,6,7,6,7,N,6,4,N,5,4
090140AA0477001,,Unique,30580854,97315562,1,5,1,N,N,N,8,7,6,4,N,5,4
090140AA0477002,,Unique,30581912,97315164,1,5,1,N,N,N,7,7,6,4,N,5,4
090140AA0481001,,Unique,30573328,97290674,1,5,1,N,N,N,6,7,6,6,N,5,4
090140AA0481002,,Unique,30571937,97281523,1,5,1,N,N,N,7,7,6,5,N,5,7
090140AA0495001,,Unique,30544667,97270862,1,5,1,N,N,N,7,7,6,6,N,5,7
090140AA0497001,,Unique,30581634,97270731,1,5,1,6,6,7,7,N,6,4,N,5,7
090140AA0527002,,Unique,31071272,97150267,1,5,1,7,7,7,7,N,7,6,N,5,7
090140AA0538001,,Unique,30585252,97513210,1,5,1,7,7,6,6,N,6,6,N,5,7
090140AA0541001,,Unique,30594254,97494827,1,5,3,7,6,7,7,N,6,6,N,5,7
090140AA0546001,,Unique,31034170,97533388,1,5,1,N,N,N,6,6,6,5,N,5,4
090140AA0572001,,Unique,31020642,97395338,1,5,1,7,7,7,6,N,6,2,N,5,4
090140AA0605001,,Unique,31035439,97353505,1,5,1,7,7,7,6,N,6,4,N,5,3
090140AA0615001,,Unique,31044146,97330978,1,5,1,7,7,7,6,N,6,4,N,5,7
090140AA0615002,,Unique,31041749,97344157,1,5,1,N,N,N,7,6,6,6,N,5,7
090140AA0618001,,Unique,31043612,97313946,1,5,5,7,7,7,7,N,7,6,N,5,7
090140AA0681001,,Unique,31005042,97274566,1,5,5,7,7,7,6,N,7,5,N,5,7
090140AA0681002,,Unique,31014231,97272452,1,5,1,N,N,N,7,7,6,4,N,5,4
090140AA0691001,,Unique,31015291,97240740,1,5,1,7,7,6,6,N,6,6,N,5,7
090140AA0692001,,Unique,31020875,97234118,1,5,1,7,7,7,6,N,6,4,N,5,4
090140AA0695001,,Unique,31014425,97210357,1,5,1,N,N,N,7,7,6,5,N,5,7
090140AA0701001,,Unique,31025545,97245138,1,5,1,6,6,6,5,N,4,3,N,0,4
090140AA0798001,,Unique,31045101,97290915,1,5,1,7,7,6,5,N,6,4,N,5,7
090140AA0800001,,Unique,31013940,97090158,1,5,1,N,N,N,6,6,6,4,N,5,4
090140AA0801001,,Unique,30591909,97183440,1,5,3,6,6,7,6,N,6,4,N,5,4
090140AA0802001,,Unique,31025721,97253164,1,5,4,6,6,7,6,N,2,2,N,2,6
090140AA5011001,,Unique,31093001,97120075,1,5,1,N,N,N,6,6,6,7,N,5,7
090140AA5045001,,Unique,31134846,97194605,1,5,1,N,N,N,7,6,6,4,N,5,7
090140AA5130001,,Unique,31183030,97242880,1,5,1,N,N,N,7,7,7,6,N,5,6
090140AA5171001,,Unique,31061869,97163023,1,5,1,N,N,N,6,7,7,6,N,5,7
090140AA5206001,,Unique,31013209,97172829,1,5,1,N,N,N,6,6,6,7,N,5,3
090140AA5263001,,Unique,30511010,97201430,1,5,3,N,N,N,7,6,6,9,N,5,7
090140AA5292002,,Unique,30583248,97300700,1,5,1,N,N,N,7,6,6,4,N,5,7
090140AA5292003,,Unique,30574750,97291972,1,5,6,8,7,7,7,N,7,6,N,5,7
090140AA5318001,,Unique,30565980,97322280,1,5,1,N,N,N,7,7,7,6,N,5,6
090140AA5411002,,Unique,30511280,97255250,1,5,1,7,7,7,7,N,7,6,N,5,7
090140AA6035001,,Unique,31021411,97414138,1,5,1,N,N,N,6,6,6,2,N,5,7
090140AA6200001,,Unique,31002276,97531967,1,5,1,7,7,7,6,N,7,6,N,5,7
090140AA7009001,,Unique,30561682,97361620,1,5,1,7,7,7,7,N,7,4,N,5,7
090140AA9845001,,Unique,31114260,97183918,1,5,1,N,N,N,7,7,7,2,N,5,9
090140B00007001,,Unique,30593230,97214956,1,5,1,N,N,N,6,6,6,5,N,5,4
090140B00010001,,Unique,30590404,97220825,1,5,1,7,7,7,6,N,6,4,N,5,3
090140B00050001,,Unique,31044217,97195836,1,7,6,7,7,7,5,N,7,2,5,5,9
090140B00059001,,Unique,31043161,97195218,1,5,1,N,N,N,6,6,6,N,N,5,7
090140B00116001,,Unique,31064460,97193053,1,5,1,7,7,6,6,N,5,3,N,5,6
090140B00117001,,Unique,31051311,97201252,1,2,5,7,7,7,N,N,7,2,6,5,N
090140B00117002,,Unique,31051231,97200234,1,5,1,N,N,N,7,6,6,N,N,5,6
090140B00135001,,Unique,31045403,97212284,1,5,1,N,N,N,6,6,6,2,N,5,3
090140B00137001,,Unique,31044748,97212385,1,5,1,N,N,N,6,6,6,4,N,5,4
090140B00205001,,Unique,31055997,97191543,1,5,1,N,N,N,6,6,6,9,N,5,6
090140B00218001,,Unique,31041441,97200449,1,5,1,N,N,N,6,7,6,2,N,5,3
090140B00361001,,Unique,31034709,97242586,1,5,3,6,6,7,5,N,6,6,N,5,6
090140B00374001,,Unique,31072212,97184219,1,5,1,6,6,5,5,N,5,4,N,1,3
090140B00375001,,Unique,31082130,97191159,1,5,1,6,7,7,5,N,6,4,N,1,4
090140B00389001,,Unique,31025999,97214448,1,5,1,6,6,6,6,N,6,2,N,5,6
090140B00390001,,Unique,31041832,97212051,1,5,1,N,N,N,6,6,6,5,N,5,3
090140B00400001,,Unique,31061008,97241403,1,5,1,N,N,N,7,7,6,5,N,5,7
090140B00401001,,Unique,31062540,97240673,1,5,1,N,N,N,6,7,6,3,N,5,6
090140B00402001,,Unique,31024766,97221262,1,5,1,7,7,7,7,N,6,3,N,5,6
090140B00403001,,Unique,31083033,97195489,1,5,1,6,6,6,6,N,6,4,N,5,7
090140B00403002,,Unique,31084963,97194755,1,5,1,7,7,6,6,N,6,5,N,5,7
090140B00404001,,Unique,31091267,97200268,1,5,1,N,N,N,7,5,5,6,N,0,4
090140B00404002,,Unique,31091640,97201505,1,5,1,N,N,N,6,5,5,6,N,0,4
090140B00405001,,Unique,31053260,97184862,1,5,1,N,N,N,7,7,6,6,N,5,6
090140B00406001,,Unique,31052462,97243322,1,5,1,6,6,5,5,N,5,2,N,0,3
090140B00407001,,Unique,31033126,97234701,1,5,1,7,7,7,5,N,6,6,N,5,7
090140B05036001,,Unique,31094097,97203008,1,5,1,N,N,N,7,7,6,N,N,5,7
090140B05153001,,Unique,31102554,97235472,1,5,1,7,7,5,7,N,5,5,N,5,7
090140C00102001,,Unique,31065613,97435445,1,5,1,7,7,7,6,N,7,9,N,5,6
090140C00110001,,Unique,31064820,97434006,1,5,1,6,6,6,7,N,6,2,N,5,6
090140C00130001,,Unique,31064923,97424362,1,7,5,7,7,7,6,N,6,2,6,5,9
090140C00130002,,Unique,31052039,97431331,1,5,1,N,N,N,6,7,6,5,N,5,6
090140C00130003,,Unique,31043015,97433000,1,5,1,N,N,N,6,6,6,4,N,5,6
090140C00221001,,Unique,31042873,97425345,1,5,1,N,N,N,6,6,6,N,N,5,6
090140C00221002,,Unique,31055310,97471265,1,5,1,N,N,N,7,7,7,4,N,5,7
090140C00221003,,Unique,31053312,97462750,1,5,1,N,N,N,7,7,6,4,N,5,7
090140C00251001,,Unique,31071815,97411853,1,5,1,6,6,6,6,N,6,9,N,5,6
090140C00528001,,Unique,31064886,97430583,1,5,1,7,7,5,7,N,5,9,N,5,6
090140C01140001,,Unique,31070330,97442419,1,5,1,5,5,5,6,N,5,4,N,5,6
090140C01310001,,Unique,31050500,97444400,1,5,1,N,N,N,5,6,6,4,N,5,3
090140C01367001,,Unique,31053589,97441059,1,5,1,N,N,N,7,6,6,6,N,5,6
090140C01435001,,Unique,31065508,97434620,1,5,1,7,7,7,7,N,7,9,N,5,6
090140C02392001,,Unique,31055920,97470940,1,5,1,N,N,N,6,6,6,5,N,5,6
090140C02687001,,Unique,31053312,97435910,1,5,1,N,N,N,6,6,6,2,N,5,6
090140C02687002,,Unique,31043424,97442134,1,5,1,N,N,N,6,7,6,5,N,5,6
090140C02687003,,Unique,31025852,97415971,1,5,1,N,N,N,5,5,5,4,N,2,6
090140C02687004,,Unique,31021849,97414318,1,5,1,N,N,N,6,6,6,3,N,5,6
090140C02688001,,Unique,31061120,97411691,1,5,1,6,7,6,6,N,6,2,N,5,6
090140C02766001,,Unique,31053160,97434643,1,5,5,7,7,7,7,N,6,2,N,5,7
090140D00065001,,Unique,31032457,97275477,1,5,2,4,4,5,6,N,2,2,N,0,7
090140D00142001,,Unique,30592555,97292914,1,5,1,N,N,N,6,7,6,5,N,5,4
090140D00370001,,Unique,31031552,97274522,1,5,5,7,7,7,7,N,7,7,N,5,6
090140D00472001,,Unique,31003942,97285877,1,5,1,N,N,N,7,7,6,5,N,5,7
090140D00472002,,Unique,30595533,97292061,1,5,5,7,7,7,7,N,7,9,N,5,9
090140D00660001,,Unique,31030962,97270267,1,5,1,N,N,N,6,5,5,2,N,0,3
090140D00670001,,Unique,31031396,97275006,1,5,5,7,8,6,5,N,6,5,N,5,7
090140D00775001,,Unique,31040491,97282149,1,5,6,7,8,7,6,N,7,4,N,5,9
090140E00466001,,Unique,31055637,97401800,1,5,5,7,7,7,5,N,7,4,N,5,9
090140J00075001,,Unique,31043455,97370178,1,5,1,6,5,5,4,N,5,2,N,1,6
090140L00010001,,Unique,31121454,97180413,1,5,1,N,N,N,5,7,7,5,N,5,8
9.02E+13,,Unique,31530396,97415798,1,5,1,N,N,N,7,7,6,N,N,5,6
9.02E+13,,Unique,31473735,97483868,1,5,1,7,6,7,6,N,6,9,N,5,6
9.02E+13,,Unique,31485050,97473994,1,5,1,N,N,N,7,6,6,6,N,5,6
9.02E+13,,Unique,31491113,97471095,1,5,1,N,N,N,6,7,6,6,N,5,6
9.02E+13,,Unique,31504755,97442369,1,5,1,7,7,7,7,N,7,9,N,5,6
9.02E+13,,Unique,31551104,97394271,1,5,4,6,6,6,6,N,6,2,N,5,6
9.02E+13,,Unique,31524203,97284321,1,5,1,N,N,N,7,6,6,5,N,5,6
9.02E+13,,Unique,31552781,97371183,1,5,8,N,N,N,7,6,6,5,N,5,6
9.02E+13,,Unique,31544082,97342959,1,5,8,N,N,N,7,6,6,5,N,5,6
9.02E+13,,Unique,31535366,97325835,1,5,8,N,N,N,6,5,5,5,N,5,6
9.02E+13,,Unique,31522644,97273992,1,5,3,7,7,6,7,N,6,8,N,5,6
9.02E+13,,Unique,31513329,97251986,1,5,3,7,6,6,6,N,6,7,N,5,6
9.02E+13,,Unique,31511069,97240508,1,5,1,N,N,N,6,7,5,N,N,5,6
9.02E+13,,Unique,31510694,97232530,1,5,1,N,N,N,6,7,5,N,N,5,6
9.02E+13,,Unique,31553063,97391153,1,5,1,N,N,N,7,7,6,6,N,5,6
9.02E+13,,Unique,31551892,97383181,1,5,1,N,N,N,6,6,6,5,N,5,6
9.02E+13,,Unique,31580102,97480806,1,5,1,N,N,N,7,6,6,N,N,5,6
